name,imageFileName,type1color,type1file,type2color,type2file,megafile,movefile,forms,evolutions,move,type1,type2,ability,attack1fill,attack1color,attack1size,attack1range,attack1name,attack1power,attack1effect,attack2fill,attack2color,attack2size,attack2range,attack2name,attack2power,attack2effect,attack3fill,attack3color,attack3size,attack3range,attack3name,attack3power,attack3effect,attack4fill,attack4color,attack4size,attack4range,attack4name,attack4power,attack4effect,attack5fill,attack5color,attack5size,attack5range,attack5name,attack5power,attack5effect,attack6fill,attack6color,attack6size,attack6range,attack6name,attack6power,attack6effect,attack7fill,attack7color,attack7size,attack7range,attack7name,attack7power,attack7effect,attack8fill,attack8color,attack8size,attack8range,attack8name,attack8power,attack8effect,attack9fill,attack9color,attack9size,attack9range,attack9name,attack9power,attack9effect
Misdreavus,Sprites/200MS.png,DarkViolet,TypeLabels/Ghost.png,,,,mp2.png,,Mismagius,2,Ghost,,"Infiltrator> On the field, this Pokemon can pass through other Pokemon.","rgb(255,215,0,0.5)","rgb(255,215,0,0.5)",3,3,Shadow Sneak,30,,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,5,Miss,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",4,9,Curse,★,Attach a Curse marker to the battle opponent. (A Pokemon that is knocked out in this condition is excluded from the duel.),"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,11,Miss,,,"rgb(255,215,0,0.5)","rgb(255,215,0,0.5)",3,14,Shadow Sneak,30,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",10,24,Confuse Ray,★★★,The battle opponent becomes confused,,,,,,,,,,,,,,,,,,,,,
Wobbuffet,Sprites/202MS.png,HotPink,TypeLabels/Psychic.png,,,,mp2.png,,,2,Psychic,,Bide> This Pokemon cannot battle.,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",15,15,Counter,0,"If the battle opponent's Attack is 20 or more, the opponent is knocked out instead of this Pokemon","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",7,22,Miss,,,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",2,24,Protect,,This Pokemon gains Wait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Steelix, Mega",Sprites/208MMS.png,CadetBlue,TypeLabels/Steel.png,SaddleBrown,TypeLabels/Ground.png,mega.png,mp2.png,,,2,Steel,Ground,"Tectonic Tunnel> This Pokemon cannot be surrounded by your opponent's Pokemon. At the start of your turn, instead of an MP move, this Pokemon can move through an adjacent Pokemon to a point 1-2 steps away from that Pokemon. Your turn ends.","rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",10,10,Heavy Slam,180,"If the battle opponent has MP3 or higher, this Pokemon takes no damage and the battle opponent is knocked out","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,11,Miss,,,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",6,17,Rock Polish,,"Until the end of your next turn, the White Attacks of this Pokemon become Gold Attacks","rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",7,24,Land Burst,★★,The battle opponent and one neighbor Pokemon directly behind it are knocked 1 step back and gain Wait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steelix,Sprites/208MS.png,CadetBlue,TypeLabels/Steel.png,SaddleBrown,TypeLabels/Ground.png,,mp1.png,,"Steelix, Mega",1,Steel,Ground,"High-Speed Drill> When this Pokemon moves from the bench, it may move to a point 1 step away from an entry point. At the start of your turn, instead of an MP move, you may move this Pokemon through an adjacent Pokemon to a point next to that Pokemon. If it does either of these things, your turn ends.","rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",10,10,Iron Tail,170,,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,11,Miss,,,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",7,18,Rock Polish,,"Until the end of your next turn, the White Attacks of this Pokemon become Gold Attacks","rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",6,24,Take Away,★★,"If the battle opponent's MP is the same or higher than this Pokemon's MP, the battle opponent moves to your P.C.. If it does, this Pokemon moves to the bench",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Scizor, Mega",Sprites/212MMS.png,YellowGreen,TypeLabels/Bug.png,CadetBlue,TypeLabels/Steel.png,mega.png,mp2.png,,,2,Bug,Steel,"Crimson Alloy> If a battle opponent of this Pokemon spins an Attack of 120 or more damage, attach a Cracked marker to the battle opponent.
Infiltrator> This Pokemon can MP move over other Pokemon on the field.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,1,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",9,10,Crush of Doom,160,"If the battle opponent has a Cracked marker on it, exclude the battle opponent from the duel unless it is a Fire-type Pokemon","rgb(255,215,0,0.5)","rgb(255,215,0,0.5)",8,18,Bullet Punch,90,,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",6,24,Dodge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scizor,Sprites/212MS.png,YellowGreen,TypeLabels/Bug.png,CadetBlue,TypeLabels/Steel.png,,mp2.png,,"Scizor, Mega",2,Bug,Steel,"Steel Breaker> If a battle opponent of this Pokemon spins an Attack of 130 or more damage, attach a Cracked marker to the battle opponent.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,1,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",8,9,Crushing Squeeze,150,"If the battle opponent has a Cracked marker on it, this Pokemon takes no damage and the battle opponent is knocked out unless it is a Fire-type Pokemon","rgb(255,215,0,0.5)","rgb(255,215,0,0.5)",8,17,Bullet Punch,80,,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,18,Miss,,,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",6,24,Dodge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Heracross, Mega",Sprites/214MMS.png,YellowGreen,TypeLabels/Bug.png,Maroon,TypeLabels/Fighting.png,mega.png,mp2.png,,,2,Bug,Fighting,"Impermeable Mail> This Pokemon can mp move over any Pokemon on the field that is not a Flying type. After a battle, attach a Cracked marker to opposing Pokemon adjacent to this Pokemon. Add +1 spin to the spin-again attacks of your Pokemon.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,1,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",7,8,Pin Missile,60x,Spin again until Pin Missile does not land - damage is multiplied by the number of Pin Missile spins.,w,w,8,16,Megahorn,170,,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",8,24,Heavy Hurl,,The battle opponent is moved to a point 2 steps away and has an MP -3 marker attached.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heracross,Sprites/214MS.png,YellowGreen,TypeLabels/Bug.png,Maroon,TypeLabels/Fighting.png,,mp2.png,,"Heracross, Mega",2,Bug,Fighting,"King Horn> If this Pokemon is on the field, add +1 spin to the spin-again attacks of your Pokemon. While a Cracked marker is attached, the battle opponent's Blue attacks become Misses.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,2,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",15,17,Pin Missile,40x,Spin again until Pin Missile does not land - damage is multiplied by the number of Pin Missile spins.,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,18,Miss,,,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",6,24,Heavy Hurl,,The battle opponent is moved to a point 2 steps away and has an MP -3 marker attached.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sneasel,Sprites/215MS.png,Black,TypeLabels/Dark.png,Aqua,TypeLabels/Ice.png,,mp2.png,,Weavile,2,Dark,Ice,Team Play> This Pokemon deals +20 damage for each friendly Weavile on the field.,"rgb(255,215,0,0.5)","rgb(255,215,0,0.5)",5,5,Quick Attack,50,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",4,9,Fake Out,★★★,This Pokemon switches places with its battle opponent,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",14,23,Fury Swipes,10x,Spin again until Fury Swipes does not land - damage is multiplied by the number of Fury Swipes spins,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,24,Miss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corsola,Sprites/222MS.png,LightSeaGreen,TypeLabels/Water.png,Sienna,TypeLabels/Rock.png,,mp1.png,,,1,Water,Rock,"Coral Power> If this Pokemon is not poisoned or noxious, then, while it is on the field, your non-Corsola, MP1 Water-type Pokemon gain +1 MP.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,2,Miss,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",6,8,Mirror Coat,★★,The battle opponent is knocked out if they spin purple,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",6,14,Rockwall,50,"If the battle opponent's Attack is 120 damage or below, this Pokemon cannot be knocked out","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,16,Miss,,,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",8,24,Protect,,This Pokemon gains Wait,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delibird,Sprites/225MS.png,Aqua,TypeLabels/Ice.png,RoyalBlue,TypeLabels/Flying.png,,mp2.png,,,2,Ice,Flying,"Deliver> Whenever this Pokemon moves from a P.C. to the bench, one of your used Mega Evolution plates becomes usable.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",4,4,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",10,14,Present,40,"The battle opponent, and a succession of opposing Pokemon adjacent to it, spin. Those that spin Blue Attacks are knocked out","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",4,18,Miss,,,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",6,24,Take Flight,,This Pokemon is eliminated from the duel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skarmory,Sprites/227MS.png,CadetBlue,TypeLabels/Steel.png,RoyalBlue,TypeLabels/Flying.png,,mp2.png,,,2,Steel,Flying,,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,1,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",4,5,Swords Dance,,Spin again until an attack other than Swords Dance is spun. Damage Attacks deal x2 damage,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",6,11,Air Cutter,50,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",5,16,Steel Wing,80,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",8,24,Fly Away,★★★,This Pokemon jumps over the battle opponent and lands on a surrounding point,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Houndour,Sprites/228MS.png,Black,TypeLabels/Dark.png,Red,TypeLabels/Fire.png,,mp3.png,,Houndoom,3,Dark,Fire,Infernal Hunt> This Pokemon and Pokemon that battle it become burned after battle.,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",3,3,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",13,16,Crunch,40,,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,18,Miss,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",6,24,Roar,★★,The battle opponent is knocked 1 step back (the opponent chooses the point) and gains Wait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Houndoom, Mega",Sprites/229MMS.png,Black,TypeLabels/Dark.png,Red,TypeLabels/Fire.png,mega.png,mp2.png,,,2,Dark,Fire,"Breath of the Abyss> While this Pokemon is on the field, your Dark-type Pokemon and Fire-type Pokemon each deal +10 damage for each burned Pokemon on the field. Pokemon that battle this Pokemon become burned.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,1,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",10,11,Fire Blast,130,,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,12,Miss,,,"rgb(255,215,0,0.5)","rgb(255,215,0,0.5)",5,17,Sucker Punch,80,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",7,24,Fiery Breath,★★,"The battle opponent becomes burned. You may spin for a Pokemon within 2 steps. If it spins a White Attack, that Pokemon becomes burned.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Houndoom,Sprites/229MS.png,Black,TypeLabels/Dark.png,Red,TypeLabels/Fire.png,,mp2.png,,"Houndoom, Mega",2,Dark,Fire,"Malevolent Fire> While this Pokemon is on the field, your Fire-type Pokemon deal +10 damage for each burned Pokemon on the field. If this Pokemon is burned, Pokemon that battle it become burned.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,2,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",9,11,Flamethrower,130,"If this Pokemon is knocked out, the battle opponent becomes burned","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,13,Miss,,,"rgb(255,215,0,0.5)","rgb(255,215,0,0.5)",4,17,Sucker Punch,60,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",7,24,Fiery Breath,★★,"The battle opponent becomes burned. You may spin for a Pokemon within 2 steps. If it spins a White Attack, that Pokemon becomes burned.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phanpy,Sprites/231MS.png,SaddleBrown,TypeLabels/ground.png,,,,mp2.png,,Donphan,2,Ground,,"Ramping Up> This Pokemon gains +1MP and +30 damage until the beginning of your next turn if it does not engage in a battle, but it must move its exact MP. This effect cannot be used if an MP move would force a battle.","rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",5,5,Earthquake,90,"All other Pokemon on the field spin. If they spin a Miss, they are knocked out.","rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",5,10,Mud-Sport,★,The battle opponent gains a -1MP marker.,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",8,18,Stomp,70,,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,20,Miss,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",4,24,Trumpeting,★★,The battle opponent is knocked 2 steps back (the opponent chooses the point) and gains Wait,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Donphan,Sprites/232MS.png,SaddleBrown,TypeLabels/ground.png,,,,mp2.png,,,2,Ground,,"Rolling Thunder> If there is an opposing Pokemon in a straight line from this Pokemon with no obstructions, this Pokemon may move until it is adjacent to that Pokemon and battle it. During that battle, this Pokemon deals +20 damage for each space this unit moved using this effect. If the opponent is knocked out during that battle, this Pokemon gains Wait X, where X is the number of spaces this Pokemon moved using this effect.","rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",6,6,Earthquake,130,"All other Pokemon on the field spin. If they spin a Miss, they are knocked out.","rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",6,12,Mow Down,140,The battle opponent and all opposing Pokemon adjacent to the battle opponent gain a -1MP marker.,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,14,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",7,21,High Horsepower,120,This attack deals +20 damage for each space this unit has moved this turn.,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",3,24,Protect,,This Pokemon gains Wait.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyrogue,Sprites/236MS.png,Maroon,TypeLabels/fighting.png,,,,mp2.png,,"Hitmonlee, Hitmonchan, Hitmontop",2,Fighting,,"Fierce Disciple> This Pokemon undergoes Branching Evolution. If this Pokemon wins a battle with a White Attack, it may evolve into Hitmonchan. If it wins a battle with a Purple Attack, it may evolve into Hitmonlee. If it wins with a Gold Attack, it may evolve into Hitmontop. While there are no friendly figures within 3 steps of this Pokemon, this Pokemon deals +50 damage and gains +1â.","rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",7,7,Pound,90,,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,8,Miss,,,"rgb(255,215,0,0.5)","rgb(255,215,0,0.5)",7,15,Jet Kick,50,"If the opponent is knocked out by this attack, this figure moves to a spot 2 spaces away and gains Wait.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,16,Miss,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",7,23,Kick Away,★,The battle opponent is knocked 2 steps back (the opponent chooses the point) and gains Wait,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,24,Miss,,,,,,,,,,,,,,,,,,,,,,,
Hitmontop,Sprites/237MS.png,Maroon,TypeLabels/fighting.png,,,,mp2.png,,,2,Fighting,,"Rotational Velocidensity> If this Pokemon has evolved and did not make an MP move or battle since your last turn, this Pokemon gains +1MP and +30 damage during your turn.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,1,Miss,,,"rgb(255,215,0,0.5)","rgb(255,215,0,0.5)",9,10,Triple Kick,40x,"Spin again up to 2 times more until you spin an attack other than Triple Kick. Damage is multiplied by the number of Triple Kick spins. If you spin Triple Kick 2 more times and knock out the battle opponent, the battle opponent is either eliminated from the duel for 7 turns or, if the battle opponent has a Cracked marker, permanently eliminated. This attack is not affected by spin count-increasing effects.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,12,Miss,,,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",2,14,Dodge,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",3,17,Close Combat,160,This Pokemon’s Blue and White attacks become misses during this Pokemon’s next battle. Place a Cracked marker on the battle opponent.,"rgb(255,215,0,0.5)","rgb(255,215,0,0.5)",7,24,Quick Attack,60,,,,,,,,,,,,,,,,,,,,,,
Blissey,Sprites/242MS.png,DarkGray,TypeLabels/Normal.png,,,,mp2.png,,,2,Normal,,"Bedside Manner> While this Pokemon is on the field and you have at least one Pokemon in your P.C., your Pokemon (except this one) cannot be moved to your PC. When a friendly Pokemon is knocked out and sent to your PC, it is moved to the bench instead and gains wait 3.","rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",9,9,Egg Throw,120,The battle opponent gains a -1MP marker.,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,11,Miss, ,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",6,17,Healing Bell,★,You and your opponent each remove a status condition from one friendly Pokemon on the field.,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,18,Miss,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",6,24,Double-Edge,★★,This Pokemon and the battle opponent are knocked out,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raikou,Sprites/243MS.png,Yellow,TypeLabels/Electric.png,,,,mp2.png,,,2,Electric,,"Nonstop> This Pokemon cannot have Wait. Can MP move through Pokemon on the field that have Wait...
Thunder Rush> or are paralyzed.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,1,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",6,7,Thunder,110,,"rgb(255,215,0,0.5)","rgb(255,215,0,0.5)",6,13,Thunderous Blow,80,"The battle opponent, and a succession of Pokemon adjacent to it (excluding this one), become paralyzed","rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",6,19,Bite,50,,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,20,Miss,,,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",4,24,Dodge,,,,,,,,,,,,,,,,,,,,,,,
Entei,Sprites/244MS.png,Red,TypeLabels/Fire.png,,,,mp2.png,,,2,Fire,,Fire Rush> Can MP Move past burned Pokemon. This Pokemon on the bench gains +1 MP.,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",6,6,Stomp,60,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",9,15,Sacred Fire,140,The battle opponent becomes burned,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",6,21,Fierce Roar,★★★,Switches the battle opponent with an opposing Pokemon adjacent to the battle opponent. Those Pokemon gain Wait,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",3,24,Miss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suicune,Sprites/245MS.png,LightSeaGreen,TypeLabels/Water.png,,,,mp2.png,,,2,Water,,"Purification> When this Pokemon moves from the bench to the field, remove any special conditions and Curse markers from all the Pokemon you have in the duel.","rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",2,2,Dodge,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",6,8,Ice Beam,60,"If this Pokemon is knocked out, the battle opponent becomes frozen","rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",6,14,Sheer Cold,★★,"The battle opponent is knocked out. If the battle opponent is frozen, exclude it from the duel","rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",6,20,Hydro Pump,100,,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",2,22,Dodge,,,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,24,Miss,,,,,,,,,,,,,,,,,,,,,,,
Larvitar,Sprites/246MS.png,Sienna,TypeLabels/Rock.png,SaddleBrown,TypeLabels/Ground.png,,mp2.png,,Pupitar,2,Rock,Ground,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",7,7,Bite,20,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",10,17,Thrash,50,This Pokemon becomes confused,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",5,22,Crunch,70,,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,24,Miss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pupitar,Sprites/247MS.png,Sienna,TypeLabels/Rock.png,SaddleBrown,TypeLabels/Ground.png,,mp3.png,,Tyranitar,3,Rock,Ground,"Beat Down> All the Blue Attacks of battle opponents of this Pokemon become Misses.
Rapid Approach","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,1,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",16,17,Thrash,50,This Pokemon becomes confused,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",4,21,Bite,20,,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",3,24,Protect,,This Pokemon gains Wait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tyranitar, Mega",Sprites/248MMS.png,Sienna,TypeLabels/Rock.png,Black,TypeLabels/Dark.png,mega.png,mp2.png,,,2,Rock,Dark,"Crumbletop Rockshell> If the battle opponent spins a Blue Attack, that Pokemon on the field moves to the bench after the turn ends and gains Wait.","rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",4,4,Crunch,100,,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,5,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",9,14,Rockstorm,170,Moves all Fire-type and Flying-type Pokemon that are adjacent to the Pokemon on the bench,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",10,24,Mountain Topple,180,All other Pokemon on the field spin. Those that spin a Blue Attack are knocked out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyranitar,Sprites/248MS.png,Sienna,TypeLabels/Rock.png,Black,TypeLabels/Dark.png,,mp2.png,,"Tyranitar, Mega",2,Rock,Dark,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",4,4,Taunt,★★★," Until the end of your next turn, if the Pokemon hit by this attack spins a Purple attack or Blue attack, shift the result clockwise until a non-purple, non-blue attack comes up.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,5,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",9,14,Rock Slide,150,"If the battle opponent or any opposing Pokemon adjacent to the battle opponent have Wait, those Pokemon are knocked out. The battle opponent and opposing Pokemon adjacent to the battle opponent gain Wait 3.","rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",10,24,Mountain Topple,170,All other Pokemon on the field spin. Those that spin a Blue attack are knocked out.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lugia,Sprites/249MS.png,HotPink,TypeLabels/Psychic.png,RoyalBlue,TypeLabels/Flying.png,,mp2.png,,,2,Psychic,Flying,Marine Rage> The damage that this Pokemon deals is increased by 10 for each Water-type Pokemon in either player's P.C..,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,2,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",6,8,Aeroblast,120,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",6,14,Cyclone,★★★★,The battle opponent is moved to the bench and gains Wait,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",6,20,Aeroblast,120,,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,22,Miss,,,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",2,24,Dodge,,,,,,,,,,,,,,,,,,,,,,,
Ho-Oh,Sprites/250MS.png,Red,TypeLabels/Fire.png,RoyalBlue,TypeLabels/Flying.png,,mp2.png,,,2,Fire,Flying,"Serene Light> If this Pokemon is knocked out, move the following Pokemon to the bench (not including Pokemon with this Ability)> Pokemon in your P.C., your Fire-type Pokemon in the Ultra Space, and your Fire-type Pokemon that have been excluded from the duel.","rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",7,7,Sacred Fire,90,The battle opponent becomes burned,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",8,15,Fire Blast,130,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",6,21,Rainbow Wing,★★★,This Pokemon moves 2 steps away,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",3,24,Miss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
